CCAA,Sexo,Tipo_Centro,Total,Usuario_Experto_Pct,Usuario_Avanzado_Pct,Usuario_Basico_Pct,No_Usuario_Pct,No_Consta_Pct
Cantabria,Hombres,Total,0.0,24.295233213736545,0.051255766273705795,16.35058944131215,0.5125576627370579,0.5125576627370579
Cantabria,Hombres,Centro Público,0.0,26.215993404781532,56.2242374278648,17.477328936521022,0.0,0.0
Cantabria,Hombres,Centro Privado,0.0,21.13821138211382,61.78861788617886,14.498644986449865,0.0013550135501355014,0.0013550135501355014
Cantabria,Mujeres,Total,0.0,7.042253521126761,0.05216484089723526,26.395409494001044,0.0,0.0
Cantabria,Mujeres,Centro Público,0.0,7.2803347280334725,67.36401673640168,25.439330543933053,0.0,0.0
Cantabria,Mujeres,Centro Privado,0.0,6.648199445983379,65.37396121883657,27.977839335180054,0.0,0.0
Castilla - La Mancha,Total,Total,0.0,20.457730032695004,55.89510909454861,21.678788283178754,0.37365716954694067,1.5947154200306932
Castilla - La Mancha,Total,Centro Público,0.0,20.77306944092024,54.23327412670219,22.498519834221433,0.47365304914150386,2.0214835490146323
Castilla - La Mancha,Total,Centro Privado,0.0,19.279393173198482,0.0632111251580278,18.615676359039192,0.0,0.0
Castilla - La Mancha,Hombres,Total,0.0,30.293019247342716,50.9192760700948,17.17897155989658,0.8043665613329503,0.8043665613329503
Castilla - La Mancha,Hombres,Centro Público,0.0,0.036859565057132324,0.055289347585698485,17.600442314780686,1.0320678215997052,1.0320678215997052
Castilla - La Mancha,Hombres,Centro Privado,0.0,28.971354166666668,55.338541666666664,15.690104166666666,0.0,0.0
Castilla - La Mancha,Mujeres,Total,0.0,11.925233644859814,0.06230529595015576,0.024922118380062305,0.0,2.2803738317757007
Castilla - La Mancha,Mujeres,Centro Público,0.0,12.380803501641394,0.06252931061435048,0.03126465530717524,0.0,2.860715960606534
Castilla - La Mancha,Mujeres,Centro Privado,0.0,10.135135135135135,0.06142506142506143,21.375921375921376,0.0,0.0
Castilla y León,Total,Total,0.0,16.267557700637337,64.87841098941897,18.63127281727616,0.22275849266753295,0.0
Castilla y León,Total,Centro Público,0.0,17.19241302363323,63.41413936504716,19.393447611319605,0.0,0.0
Castilla y León,Total,Centro Privado,0.0,14.820691843859093,0.06347191367819739,0.015867978419549348,0.5712472231037766,0.0
Castilla y León,Hombres,Total,0.0,22.885761379485228,58.260428553315585,18.397362748827184,0.4564473183720046,0.0
Castilla y León,Hombres,Centro Público,0.0,0.021213406873143825,0.06364022061943148,19.389053882053457,0.0,0.0
Castilla y León,Hombres,Centro Privado,0.0,21.682949889694296,0.06303183107469272,16.89253072801765,1.134572959344469,0.0
Castilla y León,Mujeres,Total,0.0,9.958907420836354,0.0725163161711385,0.024172105390379502,0.0,0.0
Castilla y León,Mujeres,Centro Público,0.0,11.234207968901847,0.07774538386783285,19.397473275024296,0.0,0.0
Castilla y León,Mujeres,Centro Privado,0.0,7.861936720997123,0.06391818472355384,17.99296899968041,0.0,0.0
Cataluña,Total,Total,0.0,20.12207198285951,64.39027025080571,14.778271907239697,0.45011793089789526,0.25926792819718764
Cataluña,Total,Centro Público,0.0,20.35300606729178,61.04982533553962,17.71158914016057,0.441257584114727,0.441257584114727
Cataluña,Total,Centro Privado,0.0,19.79307635220675,69.14480289867726,10.59938010215218,0.4583751691622648,0.0
Cataluña,Hombres,Total,0.0,32.54686018525272,55.04339581358034,10.972941433885202,0.9116767558894319,0.5251258113923127
Cataluña,Hombres,Centro Público,0.0,33.44393664308521,51.192637575909345,13.56038314655982,0.9015213172228135,0.9015213172228135
Cataluña,Hombres,Centro Privado,0.0,0.03493754913092847,0.06114071097912482,7.363088479343174,0.9171106646868722,0.0
Cataluña,Mujeres,Total,0.0,8.00526334506917,73.50545894235215,18.489277712578684,0.0,0.0
Cataluña,Mujeres,Centro Público,0.0,7.802652901986676,70.50597203049037,21.69137506752296,0.0,0.0
Cataluña,Mujeres,Centro Privado,0.0,8.299877814627335,0.07854773957060569,0.017455053237912375,0.0,0.0
Ceuta,Total,Total,0.0,16.4576802507837,56.1128526645768,27.429467084639498,0.0,0.0
Ceuta,Total,Centro Público,0.0,20.13888888888889,56.48148148148148,23.61111111111111,0.0,0.0
Ceuta,Total,Centro Privado,0.0,9.223300970873787,55.33980582524272,35.922330097087375,0.0,0.0
Ceuta,Hombres,Total,0.0,29.181494661921707,45.55160142348755,25.26690391459075,0.0,0.0
Ceuta,Hombres,Centro Público,0.0,37.91208791208791,40.10989010989011,21.978021978021978,0.0,0.0
Ceuta,Hombres,Centro Privado,0.0,13.131313131313131,55.55555555555556,31.31313131313131,0.0,0.0
Ceuta,Mujeres,Total,0.0,6.442577030812325,64.42577030812325,29.131652661064425,0.0,0.0
Ceuta,Mujeres,Centro Público,0.0,6.8,68.0,24.8,0.0,0.0
Ceuta,Mujeres,Centro Privado,0.0,5.607476635514018,55.14018691588785,39.25233644859813,0.0,0.0
Comunitat Valenciana,Total,Total,0.0,14.071914480077746,63.624878522837705,21.65532879818594,0.0,0.6478781988986071
Comunitat Valenciana,Total,Centro Público,0.0,13.94446599789392,62.30671174416671,23.754364573518817,0.0,0.0
Comunitat Valenciana,Total,Centro Privado,0.0,14.2511888984174,65.47906759179855,18.70273641537382,0.0,1.5592110392141576
Comunitat Valenciana,Hombres,Total,0.0,22.77234588447403,58.78233132237709,17.994591221135842,0.0,0.45073157201303654
Comunitat Valenciana,Hombres,Centro Público,0.0,20.873668925459825,57.13939980638916,21.97483059051307,0.0,0.0
Comunitat Valenciana,Hombres,Centro Privado,0.0,0.0324833522819555,0.064966704563911,12.652265713821667,0.0,1.0557089491635536
Comunitat Valenciana,Mujeres,Total,0.0,6.444160739254666,67.87038725758404,24.858654021521065,0.0,0.8207185847163961
Comunitat Valenciana,Mujeres,Centro Público,0.0,8.078535637590756,0.07158196134574088,0.020451988955925964,0.0,0.0
Comunitat Valenciana,Mujeres,Centro Privado,0.0,4.047976011994003,0.07496251874062969,0.029985007496251874,0.0,2.0239880059970017
Total Nacional,Total,Total,0.0,16.534722306932263,62.122616767708806,20.79312994791349,0.1909025482135669,0.00030495614730601737
Total Nacional,Total,Centro Público,0.0,16.45644229635742,60.04754607253723,22.918876969625526,0.22004793901528547,0.35708672246453693
Total Nacional,Total,Centro Privado,0.0,16.662913033686173,65.5207361410508,17.3120234226698,0.14317428654161707,0.3611531160516071
Total Nacional,Hombres,Total,0.0,25.593974320088968,57.10936710140532,16.46699019310484,0.39556162167627135,0.4334748761500354
Total Nacional,Hombres,Centro Público,0.0,25.770984178063824,54.55576871506075,18.752191761041317,0.4620747983579842,0.4589805474761227
Total Nacional,Hombres,Centro Privado,0.0,25.314019118462692,61.14808652246256,12.852761736974324,0.2903657303187498,0.39476689178167107
Total Nacional,Mujeres,Total,0.0,8.084404102322292,66.79889190144996,24.82848049039255,0.0,0.2888129199575622
Total Nacional,Mujeres,Centro Público,0.0,7.987771713648043,65.04060466250304,26.70717755396763,0.0,0.2644460698812806
Total Nacional,Mujeres,Centro Privado,0.0,8.247913427057219,69.77404715813526,21.649582685411442,0.0,0.33004347688108915
Extremadura,Total,Total,0.0,13.497513615912858,61.99384323940327,24.366564053990054,0.14207909069381955,0.0
Extremadura,Total,Centro Público,0.0,13.413858868404322,0.06357279084551812,0.03178639542275906,0.0,0.0
Extremadura,Total,Centro Privado,0.0,13.741875580315691,0.04642525533890436,22.934076137418757,0.5571030640668524,0.0
Extremadura,Hombres,Total,0.0,20.229197807673145,0.04982561036372696,21.375186846038865,0.29895366218236175,0.0
Extremadura,Hombres,Centro Público,0.0,20.22207267833109,0.06729475100942127,21.332436069986542,0.0,0.0
Extremadura,Hombres,Centro Privado,0.0,20.249520153550865,57.10172744721689,21.401151631477926,1.1516314779270633,0.0
Extremadura,Mujeres,Total,0.0,7.40072202166065,0.06768953068592058,0.02256317689530686,0.0,0.0
Extremadura,Mujeres,Centro Público,0.0,7.319277108433735,0.060240963855421686,27.981927710843372,0.0,0.0
Extremadura,Mujeres,Centro Privado,0.0,7.733812949640288,67.98561151079137,24.3705035971223,0.0,0.0
Galicia,Total,Total,0.0,17.26081097635673,61.251990689697415,21.138061987014577,0.0,0.34913634693127527
Galicia,Total,Centro Público,0.0,17.61835923382725,59.37838814600651,22.48825442717745,0.0,0.5149981929887966
Galicia,Total,Centro Privado,0.0,16.508178014454167,0.05705591479650057,18.295930011411183,0.0,0.0
Galicia,Hombres,Total,0.0,25.4896972780463,56.99567540066141,17.51462732129229,0.0,0.0
Galicia,Hombres,Centro Público,0.0,0.019065776930409915,0.057197330791229746,17.216396568160153,0.0,0.0
Galicia,Hombres,Centro Privado,0.0,21.513183034008406,0.07642338555598013,18.11234237676729,0.0,0.0
Galicia,Mujeres,Total,0.0,9.629017013232515,0.07088846880907372,0.023629489603024575,0.0,0.6734404536862004
Galicia,Mujeres,Centro Público,0.0,8.758371973209686,0.06869311351537008,0.03434655675768504,0.0,0.9788768675940237
Galicia,Mujeres,Centro Privado,0.0,11.54865581219235,0.07572889057175312,18.477849299507763,0.0,0.0
"Madrid, Comunidad de",Total,Total,0.0,17.673976478910603,63.34114422141657,18.56264921743744,0.0,0.42223008223538777
"Madrid, Comunidad de",Total,Centro Público,0.0,17.852931465496912,59.350974010659876,21.895193622942315,0.0,0.9009009009009009
"Madrid, Comunidad de",Total,Centro Privado,0.0,17.51612232161431,66.86082795922613,15.623049719159559,0.0,0.0
"Madrid, Comunidad de",Hombres,Total,0.0,30.43811412602542,59.20850987108987,9.492472730550798,0.0,0.8609032723339043
"Madrid, Comunidad de",Hombres,Centro Público,0.0,29.910103576314246,54.20168067226891,14.021887824897401,0.0,1.866327926519445
"Madrid, Comunidad de",Hombres,Centro Privado,0.0,0.03346720214190094,0.06693440428380187,5.614123159303882,0.0,0.0
"Madrid, Comunidad de",Mujeres,Total,0.0,5.383947939262473,67.31887201735358,27.29284164859002,0.0,0.0
"Madrid, Comunidad de",Mujeres,Centro Público,0.0,6.601623050971095,0.06382784717789733,0.027354791647670285,0.0,0.0
"Madrid, Comunidad de",Mujeres,Centro Privado,0.0,4.278738723826864,0.06620872299925515,0.02482827112472068,0.0,0.0
Melilla,Total,Total,0.0,17.77777777777778,51.52777777777778,28.194444444444443,0.0008333333333333334,0.0018055555555555555
Melilla,Total,Centro Público,0.0,20.71197411003236,52.9126213592233,25.40453074433657,0.000970873786407767,0.0
Melilla,Total,Centro Privado,0.0,0.0,42.15686274509804,45.09803921568628,0.0,0.012745098039215686
Melilla,Hombres,Total,0.0,22.289156626506024,51.80722891566265,24.397590361445783,0.0018072289156626507,0.0
Melilla,Hombres,Centro Público,0.0,25.34246575342466,52.054794520547944,20.89041095890411,0.002054794520547945,0.0
Melilla,Hombres,Centro Privado,0.0,0.0,50.0,50.0,0.0,0.0
Melilla,Mujeres,Total,0.0,14.175257731958762,51.28865979381443,31.443298969072163,0.0,0.0033505154639175256
Melilla,Mujeres,Centro Público,0.0,16.87116564417178,53.68098159509202,29.447852760736197,0.0,0.0
Melilla,Mujeres,Centro Privado,0.0,0.0,37.096774193548384,41.935483870967744,0.0,0.020967741935483872
"Murcia, Región de",Total,Total,0.0,15.920096852300242,66.18817018332757,17.407471463161535,0.48426150121065376,0.0
"Murcia, Región de",Total,Centro Público,0.0,16.39846743295019,64.92975734355045,17.943805874840358,0.7151979565772669,0.0
"Murcia, Región de",Total,Centro Privado,0.0,14.916979110873058,0.08034279592929834,16.256025709694697,0.0,0.0
"Murcia, Región de",Hombres,Total,0.0,0.01824817518248175,0.05474452554744526,13.558394160583942,1.0218978102189782,0.0
"Murcia, Región de",Hombres,Centro Público,0.0,0.026881720430107527,0.053763440860215055,13.548387096774194,1.5053763440860215,0.0
"Murcia, Región de",Hombres,Centro Privado,0.0,21.988636363636363,0.056818181818181816,13.579545454545455,0.0,0.0
"Murcia, Región de",Mujeres,Total,0.0,6.591058514135438,0.06574621959237344,0.01643655489809336,0.0,0.0
"Murcia, Región de",Mujeres,Centro Público,0.0,5.62043795620438,0.072992700729927,21.94647201946472,0.0,0.0
"Murcia, Región de",Mujeres,Centro Privado,0.0,8.611955420466058,0.05065856129685917,18.693009118541035,0.0,0.0
"Navarra, Comunidad Foral de",Total,Total,0.0,12.16378964271377,0.060216780409474105,18.62705740666399,0.3010839020473705,0.6222400642312325
"Navarra, Comunidad Foral de",Total,Centro Público,0.0,10.393646408839778,0.06906077348066299,20.027624309392266,0.0,0.5870165745856354
"Navarra, Comunidad Foral de",Total,Centro Privado,0.0,14.669223394055608,0.04793863854266539,16.682646212847555,0.7190795781399808,0.7190795781399808
"Navarra, Comunidad Foral de",Hombres,Total,0.0,15.895124948791478,0.0819336337566571,19.25440393281442,0.6145022531749283,1.269971323228185
"Navarra, Comunidad Foral de",Hombres,Centro Público,0.0,13.027916964924838,63.77952755905512,22.04724409448819,0.0,1.2168933428775948
"Navarra, Comunidad Foral de",Hombres,Centro Privado,0.0,19.731800766283524,61.877394636015325,15.517241379310345,1.4367816091954022,1.4367816091954022
"Navarra, Comunidad Foral de",Mujeres,Total,0.0,8.579299488390397,0.07870916961826052,18.06375442739079,0.0,0.0
"Navarra, Comunidad Foral de",Mujeres,Centro Público,0.0,7.938625750500334,0.066711140760507,18.212141427618413,0.0,0.0
"Navarra, Comunidad Foral de",Mujeres,Centro Privado,0.0,9.500959692898272,72.64875239923225,17.850287907869482,0.0,0.0
País Vasco,Total,Total,0.0,14.268415741675076,70.5213588967373,14.927682475613858,0.0,0.2892700975445678
País Vasco,Total,Centro Público,0.0,8.559046587215601,0.0773874013310633,0.015477480266212661,0.0,0.6655316514471444
País Vasco,Total,Centro Privado,0.0,18.64588291289862,67.05140409328891,14.30271299381247,0.0,0.0
País Vasco,Hombres,Total,0.0,0.02720348204570185,0.06800870511425462,9.98367791077258,0.0,0.0
País Vasco,Hombres,Centro Público,0.0,15.019255455712452,0.06418485237483953,7.862644415917844,0.0,0.0
País Vasco,Hombres,Centro Privado,0.0,0.023607176581680833,0.0708215297450425,11.543909348441927,0.0,0.0
País Vasco,Mujeres,Total,0.0,7.546918674297884,0.0665513110608279,0.01331026221216558,0.0,0.5723412751231199
País Vasco,Mujeres,Centro Público,0.0,2.571001494768311,0.059790732436472344,23.079222720478327,0.0,1.2855007473841555
País Vasco,Mujeres,Centro Privado,0.0,11.540307101727446,0.07197696737044146,17.106525911708253,0.0,0.0
"Rioja, La",Total,Total,0.0,18.606870229007633,0.04770992366412214,24.09351145038168,0.0,0.33396946564885494
"Rioja, La",Total,Centro Público,0.0,21.170809943865276,54.21010425020048,24.057738572574177,0.0,0.5613472333600642
"Rioja, La",Total,Centro Privado,0.0,14.840989399293287,61.01295641931684,24.14605418138987,0.0,0.0
"Rioja, La",Hombres,Total,0.0,27.10843373493976,52.30923694779116,19.779116465863453,0.0,0.0007028112449799197
"Rioja, La",Hombres,Centro Público,0.0,28.716216216216218,52.53378378378378,17.56756756756757,0.0,0.0011824324324324325
"Rioja, La",Hombres,Centro Privado,0.0,24.752475247524753,51.98019801980198,23.26732673267327,0.0,0.0
"Rioja, La",Mujeres,Total,0.0,10.909090909090908,61.18181818181818,28.0,0.0,0.0
"Rioja, La",Mujeres,Centro Público,0.0,14.351145038167939,55.725190839694655,30.076335877862597,0.0,0.0
"Rioja, La",Mujeres,Centro Privado,0.0,5.842696629213483,69.21348314606742,24.9438202247191,0.0,0.0
